Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-18,0-4,Vrouw,0,0
2020-06-18,5-9,Vrouw,0,0
2020-06-18,10-14,Vrouw,0,0
2020-06-18,15-19,Vrouw,0,0
2020-06-18,20-24,Vrouw,0,0
2020-06-18,25-29,Vrouw,0,0
2020-06-18,30-34,Vrouw,0,1
2020-06-18,35-39,Vrouw,0,2
2020-06-18,40-44,Vrouw,0,0
2020-06-18,45-49,Vrouw,0,14
2020-06-18,50-54,Vrouw,0,20
2020-06-18,55-59,Vrouw,0,24
2020-06-18,60-64,Vrouw,0,52
2020-06-18,65-69,Vrouw,0,114
2020-06-18,70-74,Vrouw,0,243
2020-06-18,75-79,Vrouw,0,344
2020-06-18,80-84,Vrouw,1,524
2020-06-18,85-89,Vrouw,0,663
2020-06-18,90-94,Vrouw,0,506
2020-06-18,95+,Vrouw,0,229
2020-06-18,0-4,Man,0,0
2020-06-18,5-9,Man,0,0
2020-06-18,10-14,Man,0,0
2020-06-18,15-19,Man,0,1
2020-06-18,20-24,Man,0,0
2020-06-18,25-29,Man,0,3
2020-06-18,30-34,Man,0,3
2020-06-18,35-39,Man,0,5
2020-06-18,40-44,Man,1,6
2020-06-18,45-49,Man,0,9
2020-06-18,50-54,Man,0,27
2020-06-18,55-59,Man,0,75
2020-06-18,60-64,Man,0,112
2020-06-18,65-69,Man,0,218
2020-06-18,70-74,Man,0,383
2020-06-18,75-79,Man,0,658
2020-06-18,80-84,Man,0,738
2020-06-18,85-89,Man,1,710
2020-06-18,90-94,Man,1,319
2020-06-18,95+,Man,0,75
